,subway,totalPrice,unitPrice,houseName,room_counts,area,direction,else1,else2,elevator,position,address
754,无,158万,单价12479元/平米,保利公园198丁香郡  , 4室2厅 , 126.62平米 , 东南 , 其他 , 有电梯,,低楼层(共26层)2012年建板塔结合  ,  保利公园
755,无,115万,单价16232元/平米,中铁塔米亚  , 2室1厅 , 70.85平米 , 西南 , 其他 , 有电梯,,低楼层(共11层)2011年建板塔结合  ,  成外
756,距离1号线文殊院站139米,103万,单价17390元/平米,人民中路三段5号  , 2室1厅 , 59.23平米 , 东南 , 简装,,,高楼层(共7层)板楼  ,  草市街
757,无,185万,单价21297元/平米,麓山国际半月湾  , 2室1厅 , 86.87平米 , 南 , 其他 , 有电梯,,高楼层(共18层)2013年建板楼  ,  麓山
758,无,118万,单价17102元/平米,居然小区  , 2室2厅 , 69平米 , 东北 , 其他 , 有电梯,,高楼层(共24层)2012年建板塔结合  ,  高家庄
759,距离4号线文化宫站1082米,480万,单价30189元/平米,天合凯旋城  , 3室2厅 , 159平米 , 南 , 其他 , 有电梯,,高楼层(共31层)2008年建板塔结合  ,  贝森
760,无,112万,单价13101元/平米,空港十六区  , 2室2厅 , 85.49平米 , 东南 , 其他 , 有电梯,,高楼层(共18层)2009年建塔楼  ,  航空港
761,无,171万,单价20031元/平米,杰座  , 2室2厅 , 85.37平米 , 东南 , 其他 , 有电梯,,高楼层(共16层)2009年建板楼  ,  丽都
762,无,220万,单价16091元/平米,南阳锦城  , 3室2厅 , 136.73平米 , 东 , 其他 , 无电梯,,低楼层(共6层)2008年建板塔结合  ,  南湖
763,距离7号线三瓦窑站101米,310万,单价22842元/平米,东苑C区  , 3室2厅 , 135.72平米 , 西南 , 其他 , 有电梯,,中楼层(共32层)2010年建板楼  ,  东苑
764,无,199万,单价24478元/平米,浅水半岛三期  , 2室2厅 , 81.3平米 , 西南 , 其他 , 有电梯,,高楼层(共27层)2010年建板塔结合  ,  八里小区
765,无,112万,单价13401元/平米,筒车巷29号  , 2室2厅 , 83.58平米 , 东南 , 其他,,,高楼层(共7层)2000年建板楼  ,  花牌坊
766,距离7号线金沙博物馆站1139米,406万,单价25380元/平米,蜀风花园城  , 3室2厅 , 159.97平米 , 西南 , 其他 , 无电梯,,低楼层(共6层)2003年建板楼  ,  金沙
767,无,120万,单价16628元/平米,傲城  , 2室1厅 , 72.17平米 , 东北 , 其他 , 有电梯,,高楼层(共31层)2015年建板楼  ,  犀浦
768,无,306万,单价32794元/平米,复地雍湖湾  , 2室2厅 , 93.31平米 , 西 , 其他 , 有电梯,,高楼层(共31层)2012年建板塔结合  ,  大源
769,无,83万,单价10404元/平米,1958青年公馆  , 2室2厅 , 79.78平米 , 东 , 其他 , 有电梯,,中楼层(共18层)2013年建板楼  ,  红光
770,无,120万,单价10577元/平米,红湖公园城  , 3室2厅 , 113.46平米 , 东 , 毛坯 , 有电梯,,中楼层(共26层)2013年建板楼  ,  大丰
771,无,110万,单价17124元/平米,中海翠屏湾  , 1室1厅 , 64.24平米 , 东南 , 其他,,,高楼层(共18层)2009年建板楼  ,  城南宜家
772,无,198万,单价11060元/平米,锦绣华都  , 4室2厅 , 179.03平米 , 东 , 精装 , 无电梯,,高楼层(共6层)2005年建板楼  ,  东升镇
773,无,125万,单价14383元/平米,万景峰一期  , 4室2厅 , 86.91平米 , 西南 , 其他 , 有电梯,,低楼层(共33层)2012年建板楼  ,  高新西
774,距离4号线南熏大道站446米,178万,单价11248元/平米,塞纳河畔  , 4室2厅 , 158.26平米 , 南 , 毛坯 , 有电梯,,高楼层(共6层)2006年建板塔结合  ,  温江新城
775,无,210万,单价17402元/平米,世茂城一期  , 3室2厅 , 120.68平米 , 南 , 精装,,,低楼层(共32层)2012年建板塔结合  ,  大面
777,无,180万,单价18147元/平米,东林城市花园  , 3室2厅 , 99.19平米 , 北 , 其他,,,低楼层(共15层)2008年建塔楼  ,  动物园
778,距离2号线蜀汉路东站330米,95万,单价15318元/平米,泰逸阳光  , 1室1厅 , 62.02平米 , 西南 , 精装,,,中楼层(共5层)2005年建板楼  ,  一品天下
779,无,175万,单价19597元/平米,红枫岭二期  , 2室2厅 , 89.3平米 , 西 , 其他 , 有电梯,,低楼层(共28层)2009年建板塔结合  ,  东郊记忆
780,无,152万,单价15882元/平米,万科五龙山九墅  , 2室2厅 , 95.71平米 , 南 , 精装 , 有电梯,,低楼层(共21层)2013年建板塔结合  ,  毗河
781,无,112万,单价14567元/平米,永陵路36号  , 2室1厅 , 76.89平米 , 东 , 其他,,,高楼层(共7层)1997年建板楼  ,  花牌坊
782,无,125万,单价9984元/平米,锦上清苑  , 3室2厅 , 125.21平米 , 东南 , 其他,,,中楼层(共13层)板楼  ,  国色天乡
783,距离2号线茶店子客运站站889米,170万,单价18389元/平米,电子十所宿舍  , 3室1厅 , 92.45平米 , 东 , 其他,,,高楼层(共6层)2000年建板楼  ,  国宾
784,距离3号线衣冠庙站1068米,210万,单价15886元/平米,国嘉南苑一期  , 3室2厅 , 132.2平米 , 西 , 简装,,,高楼层(共20层)1999年建板楼  ,  华西
785,距离3号线红星桥站783米,83万,单价14600元/平米,时代天骄  , 2室1厅 , 56.85平米 , 北 , 其他,,,中楼层(共28层)2003年建板楼  ,  草市街
786,无,202万,单价27570元/平米,光华揽胜  , 2室1厅 , 73.27平米 , 西 , 其他,,,低楼层(共34层)2010年建板楼  ,  光华泡小
787,无,158万,单价19780元/平米,瑞联路249号  , 2室1厅 , 79.88平米 , 北 , 其他,,,高楼层(共7层)板楼  ,  光华泡小
788,距离2号线茶店子客运站站356米,200万,单价22068元/平米,万科金域西岭  , 2室2厅 , 90.63平米 , 东南 , 其他,,,中楼层(共35层)2012年建板楼  ,  国宾
789,无,127万,单价10833元/平米,置信学府杏林一期  , 3室2厅 , 117.24平米 , 东北 , 毛坯,,,中楼层(共18层)2013年建板楼  ,  芙蓉古城
790,距离1号线倪家桥站1073米,87.8万,单价13117元/平米,玉林南路36号  , 2室1厅 , 66.94平米 , 西南 , 其他,,,中楼层(共7层)1997年建板楼  ,  芳草
791,无,140万,单价30548元/平米,澳龙名城  , 1室1厅 , 45.83平米 , 东南 , 其他,,,中楼层(共18层)2009年建板塔结合  ,  攀成钢
792,距离4号线中坝站341米,112万,单价22709元/平米,蓝光SOFA社区  , 1室1厅 , 49.32平米 , 西 , 其他 , 有电梯,,中楼层(共20层)2011年建塔楼  ,  外光华
793,无,96万,单价14502元/平米,致祥路73号  , 2室2厅 , 66.2平米 , 东 , 其他,,,低楼层(共7层)1999年建板楼  ,  驷马桥
794,距离1号线倪家桥站1073米,84万,单价13710元/平米,玉林南路36号  , 2室1厅 , 61.27平米 , 南 北 , 其他 , 无电梯,,高楼层(共7层)1997年建板楼  ,  芳草
795,无,52万,单价14310元/平米,温哥华花园四期  , 1室0厅 , 36.34平米 , 东 , 其他,,,中楼层(共16层)2013年建塔楼  ,  航空港
796,无,100万,单价13534元/平米,成南领寓  , 2室1厅 , 73.89平米 , 东 , 其他,,,高楼层(共31层)2008年建板楼  ,  南湖
797,无,295万,单价23703元/平米,紫东芯座  , 3室2厅 , 124.46平米 , 北 , 精装 , 有电梯,,高楼层(共33层)2012年建板楼  ,  万象城
798,距离7号线花照壁站1052米,132万,单价15530元/平米,金桔花园一期  , 2室2厅 , 85平米 , 东南 , 简装 , 无电梯,,低楼层(共7层)2000年建板楼  ,  花照壁
799,距离1号线孵化园站1157米,435万,单价38330元/平米,天府世家  , 3室2厅 , 113.49平米 , 南 , 精装,,,中楼层(共26层)2013年建板楼  ,  金融城
800,距离4号线清江西路站131米,240万,单价26825元/平米,中大君悦金沙一二期  , 2室2厅 , 89.47平米 , 北 , 精装 , 有电梯,,中楼层(共11层)2008年建板楼  ,  金沙
801,距离7号线花照壁站541米,265万,单价13994元/平米,金房月圆  , 4室2厅 , 189.38平米 , 东南 , 其他 , 无电梯,,高楼层(共6层)2000年建板楼  ,  营门口
802,距离1号线文殊院站605米,275万,单价25202元/平米,城置尚豪庭  , 2室1厅 , 109.12平米 , 东 , 其他 , 有电梯,,低楼层(共26层)2014年建塔楼  ,  草市街
803,距离1号线天府三街站358米,300万,单价23519元/平米,英郡二期  , 3室2厅 , 127.56平米 , 南 , 其他 , 有电梯,,中楼层(共32层)2010年建板塔结合  ,  新会展
804,无,165万,单价10577元/平米,丰和日丽  , 3室2厅 , 156平米 , 南 , 精装 , 无电梯,,高楼层(共6层)2005年建板塔结合  ,  大丰
805,距离1号线广都站459米,310万,单价23176元/平米,城南名著  , 3室2厅 , 133.76平米 , 西北 , 其他,,,低楼层(共11层)2007年建板塔结合  ,  广都
806,距离2号线茶店子客运站站384米,145万,单价17757元/平米,西岸观邸  , 2室2厅 , 81.66平米 , 东南 , 其他 , 有电梯,,高楼层(共32层)2013年建板塔结合  ,  国宾
808,无,245万,单价28110元/平米,华韵天府  , 4室2厅 , 87.16平米 , 西南 , 其他,,,高楼层(共34层)2013年建塔楼  ,  三圣乡
809,无,165万,单价16306元/平米,马家花园路9号  , 3室2厅 , 101.19平米 , 西南 , 其他 , 无电梯,,高楼层(共7层)板楼  ,  花牌坊
810,距离7号线龙爪堰站513米,119万,单价18600元/平米,白兰地  , 1室1厅 , 63.98平米 , 南 , 其他,,,低楼层(共19层)2008年建板楼  ,  外双楠
811,无,96万,单价10234元/平米,丽水金都  , 2室2厅 , 93.81平米 , 东南 , 其他,,,低楼层(共14层)塔楼  ,  毗河
812,距离3号线李家沱站1043米,180万,单价19508元/平米,沙河新城  , 2室1厅 , 92.27平米 , 东南 , 其他,,,中楼层(共6层)2005年建板楼  ,  李家沱
813,距离7号线崔家店站339米,122万,单价23024元/平米,天空城  , 1室1厅 , 52.99平米 , 东南 , 精装,,,高楼层(共28层)2010年建板楼  ,  万年场
814,无,95万,单价19776元/平米,戛纳湾滨江  , 1室1厅 , 48.04平米 , 东 , 精装,,,低楼层(共32层)2010年建板楼  ,  华阳
815,距离2号线成渝立交站547米,195万,单价15297元/平米,尚城东锦  , 3室2厅 , 127.48平米 , 南 , 其他,,,低楼层(共34层)2009年建板塔结合  ,  洪河
816,距离1号线高新站868米,258万,单价29074元/平米,南城都汇汇尚园  , 2室2厅 , 88.74平米 , 南 , 其他,,,中楼层(共22层)2014年建塔楼  ,  市一医院
817,无,98万,单价23851元/平米,盛世年华  , 1室1厅 , 41.09平米 , 东南 , 其他,,,高楼层(共17层)2006年建板楼  ,  草市街
818,无,140万,单价19878元/平米,绿地世纪城  , 2室1厅 , 70.43平米 , 西 , 其他 , 有电梯,,中楼层(共21层)2016年建塔楼  ,  驷马桥
819,无,96万,单价10913元/平米,博雅新城A区  , 2室2厅 , 87.97平米 , 东南 , 其他 , 有电梯,,中楼层(共27层)2013年建板塔结合  ,  大丰
820,距离7号线二仙桥站936米,175万,单价14308元/平米,关家苑  , 3室2厅 , 122.31平米 , 东南 , 其他,,,中楼层(共7层)1999年建板楼  ,  八里小区
821,无,190万,单价18757元/平米,华邑阳光里  , 5室2厅 , 101.3平米 , 东南 , 其他 , 有电梯,,高楼层(共30层)2015年建板塔结合  ,  犀浦
822,距离3号线昭觉寺南路站604米,330万,单价22759元/平米,水岸雅居  , 4室2厅 , 145平米 , 东南 , 其他 , 无电梯,,高楼层(共4层)2006年建板塔结合  ,  驷马桥
823,无,780万,单价21724元/平米,南城都汇汇翠园一期  , 5室3厅 , 359.06平米 , 南 , 其他,,,高楼层(共15层)2009年建板塔结合  ,  市一医院
824,距离1号线省体育馆站541米,238万,单价16174元/平米,林荫街9号  , 4室2厅 , 147.15平米 , 南 北 , 其他,,,中楼层(共7层)2002年建板楼  ,  川音
825,无,190万,单价13581元/平米,保利公园198百合郡  , 4室2厅 , 139.91平米 , 南 , 其他,,,低楼层(共11层)2009年建板塔结合  ,  保利公园
826,无,750万,单价38744元/平米,中海城南一号二期  , 3室2厅 , 193.58平米 , 东 , 其他,,,低楼层(共23层)2012年建板塔结合  ,  金融城
827,无,118万,单价11249元/平米,大成天府景秀一三期  , 3室2厅 , 104.9平米 , 南 , 其他,,,高楼层(共6层)2005年建板楼  ,  东升镇
828,距离3号线红牌楼站1110米,430万,单价27283元/平米,檀香山公园里  , 4室2厅 , 157.61平米 , 西北 , 其他,,,高楼层(共17层)2016年建塔楼  ,  高朋
829,无,450万,单价24493元/平米,保利心语花园二期  , 5室2厅 , 183.73平米 , 西 , 其他 , 有电梯,,高楼层(共32层)2012年建板塔结合  ,  大源
830,距离1号线高新站304米,380万,单价29814元/平米,时代晶科名苑  , 2室2厅 , 127.46平米 , 南 东北 , 毛坯,,,低楼层(共23层)2013年建塔楼  ,  市一医院
831,距离1号线四河站590米,190万,单价19602元/平米,城南晶座  , 3室2厅 , 96.93平米 , 南 , 其他 , 有电梯,,高楼层(共37层)2011年建板楼  ,  广都
832,无,260万,单价34211元/平米,万科魅力之城四期  , 3室2厅 , 76平米 , 东南 , 其他 , 有电梯,,高楼层(共18层)2009年建板塔结合  ,  成渝立交
833,无,269万,单价30252元/平米,中德英伦联邦A区  , 3室2厅 , 88.92平米 , 东南 , 其他,,,高楼层(共33层)2013年建板塔结合  ,  中德
834,无,680万,单价39364元/平米,天悦府  , 4室2厅 , 172.75平米 , 南 , 精装 , 无电梯,,中楼层(共5层)2014年建板塔结合  ,  大源
835,距离7号线花照壁站456米,120万,单价25952元/平米,锦城名都  , 1室1厅 , 46.24平米 , 西北 , 其他 , 有电梯,,中楼层(共33层)2009年建板塔结合  ,  营门口
836,距离2号线牛市口站233米,60万,单价15046元/平米,尖东旺座二期  , 1室0厅 , 39.88平米 , 西北 , 其他,,,中楼层(共15层)2004年建板楼  ,  水碾河
837,距离4号线清江西路站1141米,82万,单价14175元/平米,公元西  , 1室1厅 , 57.85平米 , 西北 , 其他,,,中楼层(共33层)2012年建塔楼  ,  金沙
839,无,140万,单价14383元/平米,东山国际新城H区一期  , 3室2厅 , 97.34平米 , 东南 , 其他 , 有电梯,,高楼层(共18层)2015年建板塔结合  ,  东山
840,无,135万,单价9807元/平米,大成天府景秀一三期  , 3室2厅 , 137.66平米 , 西南 , 其他 , 无电梯,,低楼层(共6层)2005年建板楼  ,  东升镇
841,无,120万,单价21614元/平米,鑫苑名家一期  , 2室1厅 , 55.52平米 , 东南 , 其他 , 有电梯,,高楼层(共34层)2011年建板塔结合  ,  卓锦城
842,距离1号线高新站410米,365万,单价26081元/平米,时代晶科名苑  , 3室2厅 , 139.95平米 , 北 , 其他 , 有电梯,,中楼层(共23层)2013年建塔楼  ,  市一医院
843,距离4号线涌泉站771米,190万,单价13789元/平米,西花汀  , 3室1厅 , 137.8平米 , 东北 , 其他,,,中楼层(共11层)2008年建板楼  ,  珠江新城
844,无,180万,单价15811元/平米,龙门公寓  , 2室2厅 , 113.85平米 , 东南 , 其他,,,中楼层(共5层)2003年建板楼  ,  双楠
845,距离7号线九里堤站891米,125万,单价16338元/平米,天彩菁华  , 1室1厅 , 76.51平米 , 东南 , 其他 , 无电梯,,高楼层(共6层)2003年建板楼  ,  九里堤
846,无,165万,单价21904元/平米,水岸华庭  , 2室2厅 , 75.33平米 , 东 西 , 其他 , 有电梯,,低楼层(共28层)2009年建塔楼  ,  万象城
847,距离3号线衣冠庙站600米,200万,单价21243元/平米,瑞升丽苑  , 2室1厅 , 94.15平米 , 东 , 其他 , 无电梯,,中楼层(共7层)2004年建板楼  ,  芳草
848,无,115万,单价12920元/平米,绿地国际花都三期  , 3室1厅 , 89.01平米 , 南 , 其他,,,低楼层(共31层)2014年建板楼  ,  郫县城区
849,距离1号线金融城站1136米,262万,单价24953元/平米,泛林格兰晴天  , 3室2厅 , 105平米 , 南 北 , 其他,,,高楼层(共16层)2006年建板塔结合  ,  金融城
850,距离3号线李家沱站969米,230万,单价20434元/平米,浅水半岛三期  , 3室2厅 , 112.56平米 , 西北 , 其他,,,高楼层(共27层)2010年建板塔结合  ,  八里小区
851,距离3号线李家沱站40米,150万,单价15995元/平米,朝阳新村  , 3室2厅 , 93.78平米 , 南 , 其他,,,高楼层(共6层)2000年建板楼  ,  李家沱
852,距离1号线四河站388米,260万,单价20728元/平米,大城际  , 3室2厅 , 125.44平米 , 东 南 , 其他,,,高楼层(共23层)2009年建板塔结合  ,  广都
853,无,45万,单价7067元/平米,成钞家园  , 2室1厅 , 63.68平米 , 南 , 其他,,,高楼层(共7层)2000年建板楼  ,  温江老城
854,距离4号线草堂北路站770米,160万,单价20943元/平米,青华路22号  , 3室1厅 , 76.4平米 , 南 , 其他 , 无电梯,,高楼层(共7层)1996年建板楼  ,  草堂
855,距离2号线书房站945米,168万,单价19309元/平米,果壳里的城  , 3室1厅 , 87.01平米 , 南 , 精装,,,高楼层(共34层)2012年建塔楼  ,  龙泉驿城区
856,距离4号线中坝站590米,212万,单价21343元/平米,金阳易诚国际  , 3室2厅 , 99.33平米 , 东 , 精装,,,高楼层(共22层)2010年建塔楼  ,  外光华
857,无,260万,单价30571元/平米,汇锦城  , 2室2厅 , 85.05平米 , 西 , 其他,,,高楼层(共36层)2014年建塔楼  ,  大源
858,无,299万,单价25708元/平米,凯丽滨江花园  , 3室2厅 , 116.31平米 , 东南 , 精装,,,高楼层(共33层)2008年建塔楼  ,  天府长城
859,无,392万,单价27234元/平米,新锦江  , 3室2厅 , 143.94平米 , 北 , 精装,,,中楼层(共17层)2003年建板塔结合  ,  华西
860,距离2号线牛王庙站1083米,199万,单价19825元/平米,蜀都花园  , 2室2厅 , 100.38平米 , 东南 , 其他,,,中楼层(共22层)2003年建板楼  ,  水碾河
861,无,136万,单价20393元/平米,锦绣东方一期  , 2室1厅 , 66.69平米 , 东南 , 其他,,,高楼层(共33层)2010年建塔楼  ,  万象城
862,无,160万,单价18249元/平米,东坡小区  , 3室2厅 , 87.68平米 , 南 , 其他 , 无电梯,,中楼层(共7层)2000年建板楼  ,  光华泡小
863,距离7号线崔家店站339米,122万,单价23024元/平米,天空城  , 1室1厅 , 52.99平米 , 东南 , 精装,,,高楼层(共28层)2010年建板楼  ,  万年场
864,距离3号线动物园站532米,122万,单价17107元/平米,上东一号二期  , 2室2厅 , 71.32平米 , 南 , 简装,,,中楼层(共18层)2011年建板楼  ,  动物园
865,距离2号线成渝立交站547米,195万,单价15297元/平米,尚城东锦  , 3室2厅 , 127.48平米 , 南 , 其他,,,低楼层(共34层)2009年建板塔结合  ,  洪河
866,无,95万,单价19776元/平米,戛纳湾滨江  , 1室1厅 , 48.04平米 , 东 , 精装,,,低楼层(共32层)2010年建板楼  ,  华阳
867,无,180万,单价20614元/平米,西西里一期  , 2室2厅 , 87.32平米 , 东南 , 其他,,,高楼层(共33层)2008年建板塔结合  ,  茶店子
868,距离7号线龙爪堰站513米,119万,单价18600元/平米,白兰地  , 1室1厅 , 63.98平米 , 南 , 其他,,,低楼层(共19层)2008年建板楼  ,  外双楠
870,距离2号线牛市口站233米,60万,单价15046元/平米,尖东旺座二期  , 1室0厅 , 39.88平米 , 西北 , 其他,,,中楼层(共15层)2004年建板楼  ,  水碾河
871,距离4号线清江西路站1141米,82万,单价14175元/平米,公元西  , 1室1厅 , 57.85平米 , 西北 , 其他,,,中楼层(共33层)2012年建塔楼  ,  金沙
872,距离3号线高升桥站1141米,97万,单价17957元/平米,巷上生活馆  , 1室1厅 , 54.02平米 , 东南 东北 , 其他,,,中楼层(共15层)2008年建板楼  ,  广福桥
873,距离4号线万盛站372米,59万,单价11881元/平米,海科名城  , 1室1厅 , 49.66平米 , 西南 , 简装 , 有电梯,,中楼层(共26层)2009年建板楼  ,  温江大学城
874,距离3号线衣冠庙站754米,115万,单价19387元/平米,梧桐世家一期  , 1室1厅 , 59.32平米 , 东南 , 其他 , 有电梯,,低楼层(共13层)2004年建板楼  ,  芳草
875,无,115万,单价16677元/平米,保利心语花园四期  , 1室1厅 , 68.96平米 , 东 , 其他,,,中楼层(共18层)2014年建塔楼  ,  大源
876,距离3号线前锋路站342米,156万,单价13099元/平米,北辰花园  , 3室1厅 , 119.1平米 , 东 , 其他,,,中楼层(共12层)2000年建板楼  ,  马鞍路
877,无,72万,单价20992元/平米,蜀都花园  , 1室0厅 , 34.3平米 , 东北 , 其他,,,高楼层(共18层)2003年建板楼  ,  水碾河
878,距离1号线华府大道站661米,240万,单价22858元/平米,远大都市风景二期  , 2室2厅 , 105平米 , 南 北 , 其他 , 有电梯,,低楼层(共11层)2005年建板楼  ,  远大
879,距离3号线衣冠庙站782米,95万,单价19008元/平米,国际花园  , 1室1厅 , 49.98平米 , 东南 , 精装,,,高楼层(共15层)2005年建板楼  ,  衣冠庙
880,无,95万,单价15388元/平米,青森小区  , 2室2厅 , 61.74平米 , 南 , 简装 , 无电梯,,高楼层(共7层)1998年建板楼  ,  贝森
881,距离1号线文殊院站268米,80万,单价14472元/平米,文武路152号  , 2室1厅 , 55.28平米 , 东南 , 其他 , 无电梯,,高楼层(共6层)1990年建板楼  ,  太升路
882,无,136万,单价22679元/平米,金地贝福里花园  , 1室1厅 , 59.97平米 , 东 , 其他,,,高楼层(共18层)2007年建塔楼  ,  桐梓林
883,距离1号线火车南站站757米,150万,单价26568元/平米,桐梓林欧城  , 1室1厅 , 56.46平米 , 西 , 精装 , 有电梯,,高楼层(共20层)2009年建板塔结合  ,  桐梓林
884,无,110万,单价17071元/平米,成南锦秀  , 2室1厅 , 64.44平米 , 东 , 其他 , 有电梯,,低楼层(共16层)2010年建板楼  ,  南湖
885,无,95万,单价19456元/平米,国际花园  , 1室1厅 , 48.83平米 , 西南 , 其他 , 有电梯,,高楼层(共15层)2005年建板楼  ,  衣冠庙
886,距离4号线万盛站372米,57万,单价11768元/平米,海科名城  , 1室1厅 , 48.44平米 , 南 , 其他 , 有电梯,,高楼层(共26层)2009年建板楼  ,  温江大学城
887,距离3号线昭觉寺南路站817米,94万,单价14966元/平米,北回归线二期  , 1室1厅 , 62.81平米 , 西南 , 其他 , 有电梯,,高楼层(共15层)2009年建板塔结合  ,  驷马桥
888,距离3号线昭觉寺南路站943米,175万,单价20060元/平米,招商雍华府一期  , 2室2厅 , 87.24平米 , 南 , 简装 , 有电梯,,高楼层(共18层)2013年建板塔结合  ,  驷马桥
889,无,136万,单价21479元/平米,摩玛城  , 1室2厅 , 63.32平米 , 西 , 其他,,,低楼层(共40层)2011年建板楼  ,  三官堂
890,距离7号线迎晖路站610米,88万,单价19223元/平米,阳光100米娅中心一期  , 1室1厅 , 45.78平米 , 南 , 简装 , 有电梯,,中楼层(共32层)2012年建板塔结合  ,  万年场
891,无,83万,单价9637元/平米,海科智城  , 2室2厅 , 86.13平米 , 西南 , 简装,,,高楼层(共17层)2010年建板楼  ,  温江大学城
892,距离3号线新南门站1008米,115万,单价26468元/平米,正黄上岭  , 1室1厅 , 43.45平米 , 东南 , 其他 , 有电梯,,中楼层(共22层)2007年建板楼  ,  川音
893,无,65万,单价10310元/平米,橄榄郡  , 1室1厅 , 63.05平米 , 东 , 其他,,,中楼层(共23层)2008年建板楼  ,  新都城区
894,无,115万,单价19436元/平米,西西里一期  , 1室1厅 , 59.17平米 , 东南 , 其他 , 有电梯,,中楼层(共33层)2008年建板塔结合  ,  茶店子
895,距离1号线金融城站616米,110万,单价24703元/平米,布鲁明顿广场  , 1室0厅 , 44.53平米 , 北 , 其他 , 有电梯,,高楼层(共28层)2013年建板塔结合  ,  金融城
896,距离2号线书房站976米,135万,单价14999元/平米,御源大湖区  , 2室1厅 , 90.01平米 , 东南 , 精装,,,中楼层(共18层)2012年建塔楼  ,  龙泉驿城区
897,距离4号线槐树店站508米,146.5万,单价14655元/平米,长融一代天骄  , 3室2厅 , 99.97平米 , 南 , 简装,,,高楼层(共6层)2006年建板塔结合  ,  万年场
898,无,42万,单价10032元/平米,万景峰二期  , 2室0厅 , 41.87平米 , 东南 , 其他,,,中楼层(共17层)2012年建板楼  ,  高新西
899,距离7号线西南交大站714米,167万,单价19439元/平米,金城丽景  , 2室1厅 , 85.91平米 , 南 西南 , 精装 , 有电梯,,中楼层(共11层)2004年建塔楼  ,  营门口
901,无,268万,单价24903元/平米,大石西路20号  , 3室2厅 , 107.62平米 , 北 , 其他,,,中楼层(共7层)2000年建板楼  ,  浣花溪
902,无,155万,单价16397元/平米,西江月  , 3室2厅 , 94.53平米 , 东南 , 其他,,,高楼层(共17层)2011年建塔楼  ,  成外
903,距离1号线火车南站站256米,232万,单价19238元/平米,都会路苑  , 3室2厅 , 120.6平米 , 北 , 其他 , 有电梯,,高楼层(共18层)2010年建塔楼  ,  城南宜家
904,无,408万,单价29782元/平米,保利心语花园三期  , 3室2厅 , 137平米 , 北 , 其他 , 有电梯,,低楼层(共32层)2013年建板塔结合  ,  大源
905,无,222万,单价17850元/平米,卓锦城二期  , 3室2厅 , 124.37平米 , 西南 , 精装 , 有电梯,,高楼层(共24层)2008年建板塔结合  ,  卓锦城
906,距离3号线昭觉寺南路站706米,156万,单价17177元/平米,北回归线一期  , 3室2厅 , 90.82平米 , 东南 , 精装 , 有电梯,,中楼层(共22层)2009年建板塔结合  ,  驷马桥
907,距离2号线东门大桥站488米,262万,单价23011元/平米,锦海国际花园  , 3室2厅 , 113.86平米 , 东南 , 其他 , 有电梯,,高楼层(共24层)2003年建塔楼  ,  合江亭
908,距离7号线花照壁站472米,178万,单价16146元/平米,锦西名宅东区  , 3室2厅 , 110.25平米 , 南 , 其他,,,高楼层(共6层)2001年建板楼  ,  营门口
909,距离3号线高升桥站413米,193万,单价13586元/平米,锦宏阁  , 3室2厅 , 142.06平米 , 西南 , 精装,,,低楼层(共17层)2000年建板楼  ,  华西
910,距离2号线成渝立交站845米,168万,单价21391元/平米,万科魅力之城三期  , 2室1厅 , 78.54平米 , 东 , 其他 , 有电梯,,中楼层(共18层)2008年建板塔结合  ,  成渝立交
911,无,300万,单价19048元/平米,恒大绿洲  , 3室2厅 , 157.5平米 , 南 , 精装 , 有电梯,,低楼层(共11层)2011年建板塔结合  ,  大面
912,距离1号线火车南站站703米,255万,单价29057元/平米,桐梓林欧城  , 2室2厅 , 87.76平米 , 南 , 精装,,,中楼层(共21层)2009年建塔楼  ,  桐梓林
913,无,960万,单价38625元/平米,中海城南一号二期  , 4室2厅 , 248.55平米 , 南 北 , 精装 , 有电梯,,低楼层(共26层)2012年建板塔结合  ,  金融城
914,无,248万,单价19989元/平米,铸信境界  , 4室2厅 , 124.07平米 , 东 , 其他,,,低楼层(共27层)2009年建板塔结合  ,  贝森
915,距离2号线蜀汉路东站881米,92万,单价11676元/平米,营和街60号  , 2室2厅 , 78.8平米 , 东南 , 其他 , 无电梯,,高楼层(共7层)1995年建板楼  ,  抚琴小区
916,无,96万,单价15356元/平米,合能四季城一期  , 2室2厅 , 62.52平米 , 西北 , 其他,,,高楼层(共29层)2013年建板塔结合  ,  犀浦
917,无,186万,单价12118元/平米,山水四季城  , 4室2厅 , 153.5平米 , 东南 , 毛坯,,,高楼层(共11层)2015年建板楼  ,  龙泉驿城区
918,无,135万,单价14396元/平米,佳兆业8号  , 3室2厅 , 93.78平米 , 西 , 其他 , 有电梯,,低楼层(共14层)2014年建塔楼  ,  蛟龙港
919,无,141万,单价15057元/平米,东方惠城B区  , 3室2厅 , 93.65平米 , 东南 , 精装,,,高楼层(共26层)2011年建塔楼  ,  万年场
920,无,100万,单价11121元/平米,成南领寓  , 2室2厅 , 89.92平米 , 西 , 其他 , 有电梯,,高楼层(共31层)板楼  ,  南湖
921,距离3号线红牌楼站1010米,86万,单价19180元/平米,锦宏宝润苑  , 2室1厅 , 44.84平米 , 东北 , 其他 , 有电梯,,高楼层(共12层)2001年建塔楼  ,  双楠
922,无,194万,单价15131元/平米,白鸽岛尚  , 3室2厅 , 128.22平米 , 西南 , 毛坯,,,中楼层(共19层)2008年建板塔结合  ,  高家庄
